,date,name,budget,domesticgross,worldwidegross,Total,Result
847,4/19/2013,Home Run,"$1,200,000","$2,859,955","$2,859,955",5719910.0,Profit
848,8/28/2015,Que Horas Ela Volta?,"$1,200,000","$376,976","$3,056,292",3433268.0,Profit
849,6/23/2017,Blood Feast,"$1,200,000","$8,708","$8,708",17416.0,Loss
850,9/18/2015,La navaja de Don Juan,"$1,200,000","$4,254","$4,254",8508.0,Loss
851,3/21/2014,Godâs Not Dead,"$1,150,000","$60,755,732","$63,777,092",124532824.0,Profit
852,11/21/2014,The Sleepwalker,"$1,100,000","$2,636","$2,636",5272.0,Loss
853,4/17/2015,Unfriended,"$1,000,000","$32,789,645","$62,869,004",95658649.0,Profit
854,8/23/2013,You're Next,"$1,000,000","$18,494,006","$26,887,177",45381183.0,Profit
855,9/25/2015,The Green Inferno,"$1,000,000","$7,192,291","$12,931,569",20123860.0,Profit
856,9/12/2014,The Skeleton Twins,"$1,000,000","$5,284,309","$5,797,192",11081501.0,Profit
857,6/14/2013,20 Feet From Stardom,"$1,000,000","$4,946,250","$5,892,466",10838716.0,Profit
858,7/28/2017,An Inconvenient Sequel,"$1,000,000","$3,496,795","$4,062,957",7559752.0,Profit
859,6/6/2014,Obvious Child,"$1,000,000","$3,122,616","$3,324,070",6446686.0,Profit
860,8/18/2017,Patti Cake$,"$1,000,000","$800,148","$1,471,090",2271238.0,Profit
861,5/9/2014,Palo Alto,"$1,000,000","$767,732","$1,156,309",1924041.0,Profit
862,10/24/2014,23 Blast,"$1,000,000","$549,185","$549,185",1098370.0,Profit
863,7/19/2013,The Act of Killing,"$1,000,000","$486,919","$501,289",988208.0,Loss
864,7/18/2014,I Origins,"$1,000,000","$336,472","$852,399",1188871.0,Profit
865,11/28/2014,Antarctica: A Year on Ice,"$1,000,000","$288,757","$288,757",577514.0,Loss
866,4/8/2016,The Invitation,"$1,000,000","$231,738","$354,836",586574.0,Loss
867,7/31/2015,Beyond the Brick: A LEGO Brickumentary,"$1,000,000","$101,531","$101,531",203062.0,Loss
868,3/11/2016,Creative Control,"$1,000,000","$63,014","$63,014",126028.0,Loss
869,2/13/2015,Hits,"$1,000,000","$15,156","$15,156",30312.0,Loss
870,10/17/2014,Camp X-Ray,"$1,000,000","$9,837","$9,837",19674.0,Loss
871,4/10/2015,The Sisterhood of Night,"$1,000,000","$6,870","$6,870",13740.0,Loss
872,5/15/2015,Childless,"$1,000,000","$1,036","$1,036",2072.0,Loss
873,7/12/2013,Fruitvale Station,"$900,000","$16,098,998","$17,549,645",33648643.0,Profit
874,4/1/2016,Meet the Blacks,"$900,000","$9,097,072","$9,097,072",18194144.0,Profit
875,4/5/2013,The Brass Teapot,"$900,000","$6,997","$413,733",420730.0,Loss
876,8/28/2015,Windsor Drive,"$850,000","$3,256","$3,256",6512.0,Loss
877,9/19/2014,Not Cool,"$800,000","$35,688","$35,688",71376.0,Loss
878,8/29/2014,Il conformista,"$750,000","$59,656","$59,656",119312.0,Loss
879,10/11/2013,Escape from Tomorrow,"$650,000","$171,962","$171,962",343924.0,Loss
880,5/2/2014,Water & Power,"$600,000","$42,557","$42,557",85114.0,Loss
881,5/22/2015,Drunk Wedding,"$600,000","$3,301","$3,301",6602.0,Loss
882,9/12/2014,Faith Connections,"$550,000","$9,111","$9,111",18222.0,Loss
883,8/23/2013,Drinking Buddies,"$500,000","$343,706","$407,100",750806.0,Profit
884,4/17/2013,Deceptive Practice: The Mysteries and Mentors of Ricky Jay,"$500,000","$152,449","$152,449",304898.0,Loss
885,12/11/2015,O Menino e o Mundo,"$500,000","$129,479","$270,394",399873.0,Loss
886,9/10/2014,Born to Fly: Elizabeth Streb vs. Gravity,"$500,000","$1,822","$1,822",3644.0,Loss
887,6/28/2013,Detention of the Dead,"$500,000","$1,778","$1,778",3556.0,Loss
888,11/20/2015,Siakh lokhamim: ha'slilim ha'gnouzim,"$450,000","$41,260","$42,503",83763.0,Loss
889,7/11/2014,As It Is in Heaven,"$450,000","$13,486","$13,486",26972.0,Loss
890,4/25/2014,Blue Ruin,"$420,000","$258,384","$435,168",693552.0,Profit
891,3/28/2014,Locker 13,"$300,000","$3,496","$3,496",6992.0,Loss
892,10/23/2015,The Looking Glass,"$300,000","$1,711","$1,711",3422.0,Loss
893,4/28/2017,Sleight,"$250,000","$3,930,990","$3,934,450",7865440.0,Profit
894,8/2/2013,The Canyons,"$250,000","$59,671","$62,375",122046.0,Loss
895,6/6/2014,Test,"$250,000","$18,823","$18,823",37646.0,Loss
896,8/15/2014,Night Lights,"$250,000","$12,848","$12,848",25696.0,Loss
897,6/19/2015,The Overnight,"$200,000","$1,109,808","$1,165,996",2275804.0,Profit
898,3/14/2014,The Word,"$200,000","$3,648","$3,648",7296.0,Loss
899,2/27/2015,Butterfly Girl,"$180,000","$17,503","$17,503",35006.0,Loss
900,8/23/2013,Sparrows Dance,"$175,000","$2,602","$2,602",5204.0,Loss
901,6/3/2016,The Fits,"$170,000","$166,425","$169,242",335667.0,Profit
902,4/17/2015,Antarctic Edge: 70Âº South,"$150,000","$7,193","$7,193",14386.0,Loss
903,8/21/2015,Top Spin,"$150,000","$5,858","$5,858",11716.0,Loss
904,7/10/2015,The Gallows,"$100,000","$22,764,410","$41,753,881",64518291.0,Profit
905,3/21/2014,Cheap Thrills,"$100,000","$59,424","$59,424",118848.0,Profit
906,6/19/2014,The Past is a Grotesque Animal,"$100,000","$20,056","$20,056",40112.0,Loss
907,7/17/2015,Dawn of the Crescent Moon,"$75,000","$8,799","$8,799",17598.0,Loss
908,7/25/2014,Happy Christmas,"$70,000","$30,312","$30,312",60624.0,Loss
909,1/25/2013,Supporting Characters,"$60,000","$4,917","$4,917",9834.0,Loss
910,7/31/2015,Counting,"$50,000","$8,374","$8,374",16748.0,Loss
911,1/27/2017,Emily,"$27,000","$3,547","$3,547",7094.0,Loss
